stock_code,description,median_unit_price,n_invoices,first_seen,last_seen
20823,GOLD WINE GOBLET,4.25,19,2009-12-01,2011-06-09
20825,GOLD WINE GLASS,3.75,7,2009-12-01,2010-11-14
20826,SILVER APERITIF GLASS,1.905,14,2009-12-01,2011-05-18
20827,GOLD APERITIF GLASS,2.12,8,2009-12-01,2011-04-21
20828,GLITTER BUTTERFLY CLIPS,2.55,574,2009-12-01,2011-11-14
20829,GLITTER HANGING BUTTERFLY STRING,2.1,458,2009-12-01,2011-11-14
20830,SILVER PHOTO FRAME,2.1,82,2009-12-01,2011-10-02
20831,GOLD PHOTO FRAME,2.1,75,2009-12-01,2011-11-13
20832,RED FLOCK LOVE HEART PHOTO FRAME,0.85,151,2009-12-01,2011-11-11
20833,SHAKER THROW  QUILTED,12.75,5,2009-12-06,2010-03-09
20835,FRENCH LATTICE CUSHION COVER,0.83,10,2010-03-03,2011-11-10
20836,FRENCH PAISLEY CUSHION COVER,0.83,20,2010-03-02,2011-11-04
20837,FRENCH FLORAL CUSHION COVER,0.83,17,2009-12-04,2011-11-14
20838,FRENCH LATTICE CUSHION COVER,0.85,58,2010-02-14,2011-11-11
20839,FRENCH PAISLEY CUSHION COVER,2.95,101,2009-12-07,2011-11-14
20840,FRENCH FLORAL CUSHION COVER,2.75,85,2009-12-18,2011-11-14
20845,ZINC HEART LATTICE 2 WALL PLANTER,6.35,24,2009-12-02,2011-08-16
20846,ZINC HEART LATTICE T-LIGHT HOLDER,1.25,155,2009-12-14,2011-11-11
20847,ZINC HEART LATTICE CHARGER LARGE,3.75,26,2009-12-03,2011-10-24
20848,ZINC HEART LATTICE CHARGER SMALL,2.95,12,2009-12-10,2011-11-06
20849,ZINC HEART LATTICE DOUBLE PLANTER,3.75,24,2009-12-07,2010-11-21
20850,ZINC HEART LATTICE PLANTER BOWL,2.95,23,2010-01-06,2010-11-11
20851,ZINC HEART LATTICE TRAY OVAL,5.95,28,2009-12-08,2011-04-27
20854,BLUE PATCH PURSE PINK HEART,1.65,107,2009-12-03,2011-02-20
20855,PINK PATCH PURSE BLUE HEART,1.65,47,2009-12-03,2010-09-15
20856,DENIM PATCH PURSE PINK BUTTERFLY,1.65,122,2009-12-06,2011-08-09
20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,1.65,73,2009-12-06,2011-02-17
20858,SILVER PURSE GOLD PINK BUTTERFLY,1.65,1,2009-12-14,2009-12-14
20860,GOLD COSMETICS BAG WITH BUTTERFLY,2.1,11,2010-04-08,2010-12-13
20861,GOLD COSMETIC BAG PINK STAR,2.1,16,2009-12-03,2010-12-10
20862,PINK PATCH PENCIL CASE BLUE HEART,2.1,37,2009-12-02,2010-06-30
20863,BLUE PATCH PENCIL CASE PINK HEART,2.1,50,2009-12-01,2010-08-15
20864,DENIM PATCH PENCIL CASE BUTTERFLY,2.1,29,2009-12-06,2010-10-24
20865,PATCHWORK PENCIL CASE BUTTERFLY,2.1,33,2009-12-01,2010-06-30
20866,BLUE ROSE FABRIC MIRROR,1.25,175,2009-12-01,2011-11-13
20867,PINK ROSE FABRIC MIRROR,1.25,146,2009-12-01,2011-11-13
20868,SILVER FABRIC MIRROR,0.85,55,2009-12-06,2011-11-09
20869,GOLD FABRIC MIRROR,0.87,46,2009-12-02,2011-11-09
20870,OPULENT VELVET CANDLE IN BOX,2.1,7,2009-12-01,2009-12-22
20871,OPULENT VELVET SET/3 CANDLES,2.1,127,2009-12-02,2010-12-14
20877,MODERN CHRISTMAS BAUBLE CANDLE,0.42,5,2009-12-10,2009-12-18
20878,SET/9 CHRISTMAS T-LIGHTS SCENTED,1.25,85,2009-12-02,2010-12-05
20879,TREE OF NOAH FESTIVE SCENTED CANDLE,0.65,11,2009-12-04,2009-12-22
20881,MODERN CHRISTMAS TREE CANDLE,0.85,2,2009-12-10,2009-12-16
20882,MODERN CHRISTMAS TREE CANDLE,2.95,2,2009-12-13,2009-12-16
20884,MODERN CHRISTMAS TREE CANDLE,2.1,3,2009-12-10,2009-12-18
20885,BOX OF 3 PEBBLE CANDLES,2.95,1,2009-12-22,2009-12-22
20886,BOX OF 9 PEBBLE CANDLES,1.95,308,2009-12-01,2011-11-07
20887,BOX OF 6 PEBBLE CANDLES,5.615,8,2009-12-01,2009-12-22
20888,SET 3 JARDIN DE FEMME SCENT CANDLES,3.75,19,2009-12-01,2010-03-26
20889,JARDIN DE FEMME SCENTED CANDLE,2.95,13,2009-12-02,2010-03-26
20890,SMALL GLASS ROSE SCENTED CANDLE,2.025,4,2010-01-21,2010-04-19
20891,LARGE GLASS ROSE SCENTED CANDLE,7.95,3,2010-01-12,2010-04-19
20892,SET/3 TALL GLASS CANDLE HOLDER PINK,12.75,38,2009-12-01,2010-12-21
20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,2.55,71,2009-12-03,2011-11-10
20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,2.95,76,2009-12-01,2011-11-11
20895,VINTAGE NOTEBOOK FRENCH LETTER,2.95,4,2009-12-08,2010-02-02
20896,VINTAGE NOTEBOOK PINK FLOWER,2.95,14,2009-12-09,2010-08-18
20897,VINTAGE NOTEBOOK PARIS DAYS,2.95,75,2009-12-01,2011-08-30
20898,VINTAGE NOTEBOOK TRAVELOGUE,2.95,53,2009-12-04,2011-10-23
20899,VINTAGE NOTEBOOK RED ROSE,2.95,12,2009-12-09,2010-05-16
20901,VINTAGE KEEPSAKE BOX PINK FLOWER,12.72,67,2009-12-01,2011-11-14
20902,VINTAGE KEEPSAKE BOX PARIS DAYS,12.72,116,2009-12-03,2011-08-10
20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,6.35,86,2009-12-01,2011-10-23
20905,VINTAGE KEEPSAKE BOX BEAUTY GIRL,6.35,4,2009-12-02,2010-01-28
20906,VINTAGE NOTEBOOK BEAUTY GIRL,2.95,47,2009-12-02,2011-04-03
20910,VINTAGE PHOTO ALBUM PARIS DAYS,6.35,47,2009-12-03,2010-12-16
20913,SET/5 BLUE SPOTTY LID GLASS BOWLS,2.95,43,2009-12-01,2010-01-17
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,2.95,1933,2009-12-01,2011-11-14
20931,BLUE POT PLANT CANDLE,3.75,141,2009-12-07,2011-11-09
20932,PINK POT PLANT CANDLE,3.75,72,2009-12-10,2011-11-06
20933,YELLOW POT PLANT CANDLE,3.75,50,2009-12-02,2011-10-27
20934,SET/3 POT PLANT CANDLES,5.45,74,2009-12-02,2011-11-04
20935,ROUND CACTUS CANDLE,2.95,44,2009-12-08,2011-11-06
20936,FORKED CACTUS CANDLE,2.95,68,2009-12-06,2011-11-08
20939,ORANGE CANDLE,0.85,1,2009-12-11,2009-12-11
20940,SET/6 GARDEN GNOME T-LIGHT CANDLES,2.95,22,2009-12-01,2009-12-13
20941,FROG CANDLE,1.25,124,2009-12-01,2011-07-06
20942,SET/6 GINGERBREAD TREE T-LIGHTS,1.25,4,2009-12-01,2009-12-22
20943,SET/6 GINGERBREAD STAR T-LIGHTS,1.25,71,2009-12-01,2010-10-22
20950,SET/6  ANGEL T-LIGHTS WHITE/GOLD,0.42,83,2009-12-02,2010-11-28
20952,PORCELAIN CHERUB BELL SMALL,0.42,24,2009-12-10,2010-11-23
20953,PORCELAIN CHERUB BELL LARGE,1.65,9,2010-03-19,2010-11-29
20954,*USB Office Mirror Ball,8.47,3,2009-12-02,2010-12-17
20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,1.25,219,2009-12-01,2011-11-13
20957,PORCELAIN HANGING BELL SMALL,1.45,15,2010-04-11,2010-11-29
20958,PORCELAIN HANGING BELL LARGE,1.95,10,2010-03-26,2010-11-29
20960,WATERMELON BATH SPONGE,1.25,215,2009-12-01,2011-03-07
20961,STRAWBERRY BATH SPONGE,1.25,471,2009-12-01,2011-11-14
20963,APPLE BATH SPONGE,1.25,471,2009-12-01,2011-11-14
20964,POLYESTER FILLER PAD 60x40cm,2.55,6,2009-12-01,2011-05-06
20966,SANDWICH BATH SPONGE,1.25,420,2009-12-01,2011-08-24
20967,GREY FLORAL FELTCRAFT SHOULDER BAG,3.75,296,2009-12-01,2011-10-26
20968,GREEN FLORAL FELTCRAFT SHOULDER BAG,3.75,19,2009-12-01,2010-01-12
20969,RED FLORAL FELTCRAFT SHOULDER BAG,3.75,563,2009-12-01,2011-11-14
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,3.75,536,2009-12-01,2011-11-14
20971,PINK BLUE FELT CRAFT TRINKET BOX,1.25,1064,2009-12-01,2011-11-14
20972,PINK CREAM FELT CRAFT TRINKET BOX,1.25,1300,2009-12-01,2011-11-14
20973,12 PENCIL SMALL TUBE WOODLAND,0.65,559,2010-03-17,2011-11-14
20974,12 PENCILS SMALL TUBE SKULL,0.65,818,2009-12-01,2011-11-13
20975,12 PENCILS SMALL TUBE RED RETROSPOT,0.65,843,2009-12-01,2011-11-14
20976,12 PENCILS SMALL TUBE POSY,0.65,76,2009-12-02,2010-10-04
20977,36 PENCILS TUBE WOODLAND,1.25,485,2009-12-01,2011-11-07
20978,36 PENCILS TUBE SKULLS,1.25,502,2009-12-01,2011-11-14
20979,36 PENCILS TUBE RED RETROSPOT,1.25,667,2009-12-01,2011-11-14
20980,36 PENCILS TUBE POSY,1.25,58,2009-12-01,2011-08-08
20981,12 PENCILS TALL TUBE WOODLAND,0.85,485,2009-12-01,2011-11-14
20982,12 PENCILS TALL TUBE SKULLS,0.85,507,2009-12-01,2011-11-14
20983,12 PENCILS TALL TUBE RED RETROSPOT,0.85,594,2009-12-01,2011-11-14
20984,12 PENCILS TALL TUBE POSY,0.29,245,2009-12-01,2011-10-17
20985,HEART CALCULATOR,1.25,263,2009-12-02,2011-11-11
20986,BLUE CALCULATOR RULER,1.25,176,2009-12-02,2011-11-10
20987,GEISHA GIRL CHOPSTICKS SET/5,1.95,22,2009-12-01,2009-12-22
20988,TRELLIS FLOWER CHOPSTICKS SET/5,1.95,9,2009-12-02,2010-02-28
20989,URBAN CHIC CHOPSTICKS SET/5,1.95,57,2009-12-01,2010-03-17
20990,SPRING FLOWER CHOPSTICKS SET/5,1.95,103,2009-12-02,2010-06-13
20991,JAZZ HEARTS MAGNETIC MEMO PAD,0.9650000000000001,32,2009-12-01,2010-02-19
20992,JAZZ HEARTS PURSE NOTEBOOK,0.85,377,2009-12-01,2011-11-13
20993,JAZZ HEARTS MEMO PAD,0.85,32,2009-12-04,2010-03-09
20994,JAZZ HEARTS SPIRAL NOTEPAD,0.85,12,2009-12-01,2010-01-25
20996,JAZZ HEARTS ADDRESS BOOK,0.42,303,2009-12-02,2011-11-14
20997,ROSE DU SUD CUSHION COVER,4.21,74,2009-12-08,2011-11-03
20998,ROSE DU SUD OVEN GLOVE,2.95,127,2009-12-02,2011-10-14
21000,ROSE DU SUD COSMETICS BAG,3.36,84,2009-12-03,2011-11-11
21001,ROSE DU SUD WASHBAG,4.21,84,2009-12-16,2011-11-08
21002,ROSE DU SUD DRAWSTRING BAG,3.36,184,2009-12-21,2011-10-23
21003,ROSE DU SUD CUSHION COVER,5.79,56,2010-03-02,2011-11-07
21004,ROSE DU SUD CHILDS APRON,4.25,70,2009-12-01,2010-11-05
21007,ETCHED GLASS DROPLET DECORATION,0.38,48,2009-12-02,2010-09-23
21008,ETCHED GLASS HEART TREE DECORATION,2.51,1,2010-02-01,2010-02-01
21009,ETCHED GLASS STAR TREE DECORATION,1.25,102,2009-12-02,2010-12-17
21010,ETCHED GLASS BIRD TREE DECORATION,1.25,83,2009-12-02,2010-10-24
21011,GLITTER SNOW PEAR TREE DECORATION,1.45,118,2009-12-02,2010-12-21
21012,ANTIQUE ALL GLASS CANDLESTICK,2.46,257,2009-12-01,2011-11-14
21014,SWISS CHALET TREE DECORATION,0.85,182,2009-12-01,2011-11-13
21015,DARK BIRD HOUSE TREE DECORATION,0.85,140,2009-12-01,2011-11-14
21016,LIGHT BIRD HOUSE TREE DECORATION,0.85,82,2009-12-01,2010-11-26
21017,RED BIRD HOUSE TREE DECORATION,1.065,87,2009-12-01,2010-11-19
21018,BIRD BOX CHRISTMAS TREE DECORATION,0.85,42,2009-12-01,2010-12-17
21025,SPACE FROG,1.25,69,2009-12-01,2011-11-14
21026,SPACE OWL,1.25,105,2009-12-02,2011-11-11
21027,NINJA RABBIT PINK,1.25,76,2009-12-04,2011-11-02
21028,NINJA RABBIT BLACK,1.25,83,2009-12-05,2011-11-14
21030,SPACE CADET RED,1.25,48,2009-12-16,2011-11-14
21031,SPACE CADET BLACK,1.25,38,2009-12-01,2011-10-20
21032,SPACE CADET WHITE,1.25,47,2009-12-04,2011-11-11
21033,JUMBO BAG CHARLIE AND LOLA TOYS,2.95,573,2009-12-01,2011-09-08
21034,REX CASH+CARRY JUMBO SHOPPER,0.95,1773,2009-12-01,2011-11-14
21035,SET/2 RED RETROSPOT TEA TOWELS,2.95,895,2009-12-01,2011-11-14
21036,SET/2 TEA TOWELS MODERN VINTAGE,2.55,1,2009-12-14,2009-12-14
21038,SET/4 MODERN VINTAGE COTTON NAPKINS,2.95,52,2009-12-16,2011-05-04
21039,RED SPOTTY SHOPPING BAG,2.55,222,2009-12-01,2011-11-14
21040,MODERN VINTAGE COTTON SHOPPING BAG,2.55,68,2009-12-02,2011-03-15
21041,RED RETROSPOT OVEN GLOVE DOUBLE,2.95,524,2009-12-01,2011-11-13
21042,RED SPOTTY APRON,5.95,387,2009-12-01,2011-11-04
21043,APRON MODERN VINTAGE COTTON,4.13,141,2009-12-07,2011-06-07
21051,RIBBONS PURSE,2.1,119,2009-12-03,2011-07-22
21054,NURSE'S BAG SOFT TOY,8.95,182,2009-12-03,2011-11-14
21055,TOOL BOX SOFT TOY,8.95,205,2009-12-01,2011-11-14
21056,DOCTOR'S BAG SOFT TOY,8.95,178,2009-12-03,2011-11-14
21058,PARTY INVITES WOODLAND,0.85,266,2009-12-01,2011-11-13
21059,PARTY INVITES DINOSAURS,0.85,214,2009-12-06,2011-11-13
21060,PARTY INVITES BALLOON GIRL,0.85,148,2009-12-08,2011-11-13
21061,PARTY INVITES FOOTBALL,0.85,158,2009-12-08,2011-11-13
21062,PARTY INVITES SPACEMAN,0.85,132,2009-12-08,2011-11-13
21063,PARTY INVITES JAZZ HEARTS,0.85,229,2009-12-01,2011-11-11
21064,BOOM BOX SPEAKER BOYS,5.95,132,2009-12-01,2011-11-14
21065,BOOM BOX SPEAKER GIRLS,5.95,90,2009-12-02,2011-11-14
21066,VINTAGE RED MUG,1.25,126,2009-12-01,2011-11-13
21067,VINTAGE RED TEATIME MUG,1.25,266,2009-12-01,2011-10-04
21068,VINTAGE BILLBOARD LOVE/HATE MUG,1.25,353,2009-12-01,2011-11-13
21069,VINTAGE BILLBOARD TEA MUG,1.25,279,2009-12-01,2011-08-17
21070,VINTAGE BILLBOARD MUG,1.25,215,2009-12-01,2011-11-14
21071,VINTAGE BILLBOARD DRINK ME MUG,1.25,472,2009-12-01,2011-10-31
21076,SET/20 COLLAGE PAPER NAPKIN,0.85,92,2009-12-02,2010-03-16
21077,SET/20 WOODLAND PAPER NAPKINS,0.85,192,2009-12-02,2010-09-09
21078,SET/20 STRAWBERRY PAPER NAPKINS,0.85,741,2009-12-02,2011-10-13
21080,SET/20 RED RETROSPOT PAPER NAPKINS,0.85,2062,2009-12-01,2011-11-14
21081,SET/20 POSIES PAPER NAPKINS,0.85,4,2009-12-01,2010-01-31
21082,SET/20 FRUIT SALAD PAPER NAPKINS,0.85,163,2009-12-01,2011-06-28
21084,SET/6 COLLAGE PAPER CUPS,0.65,210,2009-12-06,2011-11-10
21085,SET/6 WOODLAND PAPER CUPS,0.65,66,2009-12-01,2010-07-12
21086,SET/6 RED SPOTTY PAPER CUPS,0.65,821,2009-12-01,2011-11-14
21087,SET/6 POSIES PAPER CUPS,0.65,32,2010-01-25,2011-04-19
21088,SET/6 FRUIT SALAD PAPER CUPS,0.19,131,2009-12-15,2011-10-31
21089,SET/6 GREEN SPRING PAPER CUPS,0.19,40,2010-01-15,2011-08-17
21090,SET/6 COLLAGE PAPER PLATES,0.83,264,2009-12-16,2011-11-14
21091,SET/6 WOODLAND PAPER PLATES,0.85,47,2009-12-01,2010-03-18
21092,SET/6 STRAWBERRY PAPER PLATES,0.85,28,2009-12-07,2010-03-17
21094,SET/6 RED SPOTTY PAPER PLATES,0.85,962,2009-12-01,2011-11-14
21095,SET/6 POSIES PAPER PLATES,0.85,40,2009-12-17,2011-06-16
21096,SET/6 FRUIT SALAD  PAPER PLATES,0.83,139,2009-12-10,2011-10-31
21097,SET/6 GREEN SPRING  PAPER PLATE,0.85,7,2010-01-15,2010-06-21
21098,CHRISTMAS TOILET ROLL,1.25,511,2009-12-01,2011-11-14
21099,SET/6 STRAWBERRY PAPER CUPS,0.65,33,2009-12-01,2010-05-07
21100,CHARLIE AND LOLA CHARLOTTE BAG,1.65,269,2009-12-01,2011-03-22
21102,"CANDLE IN JAR COLLAGE , VANILLA",2.55,20,2009-12-02,2010-03-12
21106,CREAM SLICE FLANNEL CHOCOLATE SPOT,2.95,162,2009-12-02,2011-11-14
21107,CREAM SLICE FLANNEL PINK SPOT,2.95,300,2009-12-02,2011-11-14
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,2.55,550,2009-12-01,2011-11-14
21109,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",6.75,191,2009-12-04,2011-10-27
21110,LARGE CAKE TOWEL PINK SPOTS,6.75,321,2009-12-01,2011-11-06
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",2.95,199,2009-12-01,2011-11-13
21112,"SWISS ROLL TOWEL, PINK  SPOTS",2.95,185,2009-12-01,2011-11-14
21114,LAVENDER SCENTED FABRIC HEART,1.25,490,2009-12-01,2011-11-14
21115,ROSE CARAVAN DOORSTOP,6.75,385,2009-12-01,2011-11-14
21116,OWL DOORSTOP,8.29,504,2009-12-01,2011-11-13
21117,BLOND DOLL DOORSTOP,1.25,23,2009-12-10,2011-11-13
21118,SHOPPING BAG DOORSTOP,1.25,7,2009-12-02,2010-01-11
21119,Glow In The Dark Shot Glasses,13.57,3,2009-12-18,2010-09-27
21120,*Boombox Ipod Classic,16.98,1,2010-12-09,2010-12-09
21121,SET/10 RED POLKADOT PARTY CANDLES,1.25,840,2009-12-01,2011-11-14
21122,SET/10 PINK POLKADOT PARTY CANDLES,1.25,782,2009-12-01,2011-11-11
21123,SET/10 IVORY POLKADOT PARTY CANDLES,1.25,224,2009-12-03,2011-11-11
21124,SET/10 BLUE SPOTTY PARTY CANDLES,1.25,614,2009-12-01,2011-11-11
21125,SET 6 FOOTBALL CELEBRATION CANDLES,1.25,227,2009-12-01,2011-11-11
21126,SET OF 6 GIRLS CELEBRATION CANDLES,1.25,262,2009-12-01,2011-11-14
21127,COLOURFUL FISHING GNOME,5.95,48,2009-12-03,2010-06-10
21128,GOLD FISHING GNOME,12.46,53,2009-12-17,2011-11-08
21129,SILVER FISHING GNOME,6.95,57,2009-12-02,2011-11-10
21130,COLOURFUL STANDING GNOME,3.45,49,2009-12-04,2010-06-30
21131,GOLD STANDING GNOME,4.25,45,2009-12-07,2011-10-31
21132,SILVER STANDING GNOME,4.25,43,2009-12-14,2011-11-04
21133,PAINTED BIRD ASSORTED CHRISTMAS,1.69,42,2009-12-01,2010-09-13
21134,VICTORIAN METAL POSTCARD CHRISTMAS,1.65,46,2009-12-01,2010-11-16
21135,VICTORIAN  METAL POSTCARD SPRING,1.69,388,2009-12-02,2011-11-14
21136,PAINTED METAL PEARS ASSORTED,1.69,703,2009-12-01,2011-11-14
21137,BLACK RECORD COVER FRAME,3.75,549,2009-12-01,2011-11-14
21143,ANTIQUE GLASS HEART DECORATION,1.95,182,2009-12-01,2011-08-22
21144,PINK POODLE HANGING DECORATION,0.38,60,2009-12-02,2010-12-21
21145,ANTIQUE GLASS PLACE SETTING,1.25,48,2009-12-01,2011-07-11
21146,ANTIQUE GLASS RIDGED HANGING BALL,1.95,58,2009-12-02,2010-11-02
21147,JINGLE BELLS TREE DECORATION,2.1,101,2009-12-04,2011-11-14
21153,RED SPOTTY TABLECLOTH,10.65,139,2009-12-01,2010-09-22
21154,RED RETROSPOT OVEN GLOVE,1.25,835,2009-12-01,2011-11-14
21155,RED RETROSPOT PEG BAG,2.55,926,2009-12-01,2011-11-14
21156,RETROSPOT CHILDRENS APRON,1.95,871,2009-12-01,2011-11-14
21157,RED SPOTTY WASHBAG,2.1,176,2009-12-01,2011-10-25
21158,MOODY GIRL DOOR HANGER,1.45,278,2009-12-02,2011-11-14
21159,MOODY BOY  DOOR HANGER,1.45,226,2009-12-01,2011-11-14
21160,KEEP OUT GIRLS DOOR HANGER,1.45,58,2009-12-01,2010-12-14
21161,KEEP OUT BOYS DOOR HANGER,1.45,206,2009-12-01,2011-06-08
21162,TOXIC AREA  DOOR HANGER,1.45,246,2009-12-01,2011-11-14
21163,DO NOT TOUCH MY STUFF DOOR HANGER,1.45,253,2009-12-02,2011-10-28
21164,HOME SWEET HOME METAL SIGN,2.95,697,2009-12-01,2011-11-14
21165,BEWARE OF THE CAT METAL SIGN,1.69,919,2009-12-01,2011-11-13
21166,COOK WITH WINE METAL SIGN,1.95,1360,2009-12-01,2011-11-14
21167,WHITE SAGE INCENSE,0.42,106,2009-12-10,2011-11-10
21169,YOU'RE CONFUSING ME METAL SIGN,1.69,707,2009-12-08,2011-11-14
21171,BATHROOM METAL SIGN,1.45,260,2009-12-02,2011-08-11
21172,PARTY METAL SIGN,1.45,921,2009-12-01,2011-11-14
21173,LOO ROLL  METAL SIGN,1.65,77,2009-12-01,2010-04-01
21174,POTTERING IN THE SHED METAL SIGN,2.08,1074,2009-12-01,2011-11-14
21175,GIN + TONIC DIET METAL SIGN,2.1,1570,2009-12-01,2011-11-14
21179,NO JUNK MAIL METAL SIGN,1.25,505,2009-12-01,2011-09-12
21181,PLEASE ONE PERSON METAL SIGN,2.1,1712,2009-12-01,2011-11-14
21185,HOME SWEET HOME  BLACKBOARD,6.35,44,2009-12-01,2010-07-05
21186,WHITE DOVE HONEYCOMB PAPER GARLAND,1.65,369,2009-12-01,2010-12-14
21187,WHITE BELL HONEYCOMB PAPER GARLAND,1.65,144,2009-12-01,2011-08-04
21188,3D HEARTS  HONEYCOMB PAPER GARLAND,2.95,128,2009-12-03,2011-08-03
21189,WHITE HONEYCOMB PAPER GARLAND,1.65,101,2009-12-01,2011-11-11
21190,PINK HEARTS PAPER GARLAND,1.65,110,2009-12-13,2011-11-11
21191,LARGE WHITE HONEYCOMB PAPER BELL,2.1,176,2009-12-01,2011-11-14
21192,WHITE BELL HONEYCOMB PAPER,1.65,213,2009-12-01,2011-11-02
21193,WHITE HONEYCOMB PAPER FAN,2.1,22,2009-12-02,2010-04-07
21194,PINK  HONEYCOMB PAPER FAN,2.1,86,2009-12-03,2011-11-09
21195,PINK  HONEYCOMB PAPER BALL,2.1,150,2009-12-02,2011-05-17
21196,ROUND WHITE CONFETTI IN TUBE,1.65,21,2010-02-08,2011-10-24
21197,MULTICOLOUR  CONFETTI IN TUBE,1.65,42,2010-03-03,2011-11-03
21198,WHITE HEART CONFETTI IN TUBE,1.65,114,2009-12-01,2011-11-10
21199,PINK  HEART CONFETTI IN TUBE,1.65,147,2009-12-07,2011-11-06
21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,1.65,122,2009-12-01,2011-11-11
21201,TROPICAL  HONEYCOMB PAPER GARLAND,2.55,226,2009-12-01,2011-11-02
21202,DOLLY HONEYCOMB GARLAND,1.65,65,2009-12-14,2011-11-02
21203,BUTTERFLIES  HONEYCOMB GARLAND,1.65,145,2009-12-03,2010-08-17
21204,DAISIES  HONEYCOMB GARLAND,1.65,200,2009-12-06,2011-11-14
21205,MULTICOLOUR 3D BALLS GARLAND,2.55,142,2009-12-02,2011-11-14
21206,STRAWBERRY HONEYCOMB  GARLAND,1.65,235,2009-12-03,2011-11-03
21207,SKULL AND CROSSBONES  GARLAND,1.65,274,2009-12-03,2011-11-14
21208,PASTEL COLOUR HONEYCOMB FAN,1.65,110,2009-12-16,2011-11-11
21209,MULTICOLOUR HONEYCOMB FAN,1.65,129,2009-12-16,2011-11-11
21210,SET OF 72 RETROSPOT PAPER  DOILIES,1.45,1106,2009-12-01,2011-11-14
21211,SET OF 72 SKULL PAPER  DOILIES,1.45,232,2009-12-02,2011-11-13
21212,PACK OF 72 RETROSPOT CAKE CASES,0.55,3007,2009-12-01,2011-11-14
21213,PACK OF 72 SKULL CAKE CASES,0.55,1429,2009-12-01,2011-11-14
21214,SET OF 72 IVORY PAPER DOILIES,1.45,199,2009-12-01,2010-10-08
21215,IVORY PAPER CUP CAKE CASES,0.55,283,2009-12-04,2011-11-04
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",4.95,765,2009-12-01,2011-11-14
21217,RED SPOTTY ROUND CAKE TINS,9.95,896,2009-12-01,2011-11-14
21218,RED SPOTTY BISCUIT TIN,3.75,849,2009-12-01,2011-11-14
21219,SET/4 BADGES BALLOON GIRL,1.25,163,2009-12-04,2011-11-14
21220,SET/4 BADGES DOGS,1.25,144,2009-12-02,2011-11-14
21221,SET/4 BADGES CUTE CREATURES,1.25,103,2009-12-01,2011-11-03
21222,SET/4 BADGES BEETLES,1.25,121,2009-12-07,2011-11-14
21223,SET/4 BADGES WOODLAND ANIMAL,1.25,43,2009-12-01,2010-04-08
21224,SET/4 SKULL BADGES,1.25,290,2009-12-03,2011-11-14
21225,POCKET MIRROR BUTTERFLY,1.25,2,2009-12-11,2009-12-21
21226,POCKET MIRROR WOODLAND,1.25,35,2009-12-11,2011-10-20
21228,"POCKET MIRROR ""GLAMOROUS""",1.25,31,2009-12-09,2011-03-09
21231,SWEETHEART CERAMIC TRINKET BOX,1.25,1426,2009-12-01,2011-11-14
21232,STRAWBERRY CERAMIC TRINKET BOX,1.25,2354,2009-12-01,2011-11-14
21238,RED RETROSPOT CUP,0.85,871,2009-12-01,2011-11-14
21239,PINK  SPOTTY CUP,0.85,724,2009-12-01,2011-11-14
21240,BLUE POLKADOT CUP,0.85,751,2009-12-01,2011-11-13
21241,GREEN SPOTTY CUP,0.85,260,2009-12-01,2010-10-12
21242,RED RETROSPOT PLATE,1.69,634,2009-12-01,2011-11-13
21243,PINK  POLKADOT PLATE,1.69,487,2009-12-01,2011-11-14
21244,BLUE POLKADOT PLATE,1.69,442,2009-12-01,2011-10-20
21245,GREEN POLKADOT PLATE,1.69,296,2009-12-01,2011-11-13
21246,RED RETROSPOT BIG BOWL,4.95,209,2009-12-01,2011-09-04
21247,SET OF RED SALAD SERVERS,1.49,81,2009-12-01,2010-10-25
21248,DOOR HANGER  MUM + DADS ROOM,1.45,146,2009-12-01,2011-11-14
21249,WOODLAND  HEIGHT CHART STICKERS,2.95,247,2009-12-01,2011-11-08
21250,SET OF SKULL WALL STICKERS,2.95,57,2009-12-03,2011-11-13
21251,DINOSAUR HEIGHT CHART STICKER SET,2.95,127,2009-12-01,2011-11-07
21252,SET OF MEADOW  FLOWER STICKERS,2.95,22,2009-12-01,2010-01-25
21253,SET OF PICTURE FRAME  STICKERS,5.79,118,2009-12-02,2011-11-13
21255,"FRENCH BOTTLE , LAVENDER",1.65,96,2009-12-01,2010-04-18
21256,"FRENCH BOTTLE, BRASSERIE DES ARTIST",1.65,65,2009-12-01,2010-02-18
21257,VICTORIAN SEWING BOX MEDIUM,7.95,490,2009-12-01,2011-11-14
21258,VICTORIAN SEWING BOX LARGE,12.75,490,2009-12-01,2011-11-11
21259,VICTORIAN SEWING BOX SMALL,5.95,618,2009-12-01,2011-11-14
21260,FIRST AID TIN,3.25,521,2009-12-01,2011-11-14
